employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,satisfaction_level,last_evaluation
27511,3,169,4,1,0,0,marketing,medium,0.66,0.57
27517,5,286,4,0,0,0,marketing,medium,0.63,0.56
27519,3,166,2,0,0,0,marketing,medium,0.73,0.78
27521,3,236,4,0,0,0,sales,high,0.63,0.93
27522,5,197,2,0,0,0,sales,low,0.87,0.62
27533,6,169,2,1,0,0,sales,medium,0.62,0.87
27535,3,210,3,0,0,0,sales,medium,0.53,0.9
27546,4,156,2,0,0,0,sales,medium,0.94,0.83
27549,5,231,2,0,0,0,sales,medium,0.94,0.55
34070,3,101,2,1,0,0,sales,medium,0.55,0.64
27572,4,259,3,0,0,0,sales,medium,0.58,0.72
34371,5,203,5,1,0,0,sales,medium,0.98,0.88
27580,5,255,4,0,0,0,sales,medium,0.74,0.76
27594,3,131,3,1,0,0,sales,medium,0.65,0.48
27607,2,272,2,0,0,0,sales,medium,0.97,0.79
35444,4,253,2,0,0,0,sales,low,0.58,0.75
27609,2,254,2,0,0,0,sales,low,0.49,0.77
92619,3,214,2,0,0,0,sales,low,0.69,0.98
27625,5,195,3,0,0,0,sales,low,0.55,0.49
27626,4,240,3,0,0,0,sales,low,0.65,0.89
27636,4,149,2,0,0,0,sales,low,0.87,0.49
27638,4,276,4,0,0,0,sales,low,0.12,0.7
27641,4,247,4,0,0,0,accounting,high,0.65,0.84
27648,4,212,4,1,0,0,accounting,low,0.23,0.66
27653,4,256,3,0,0,0,accounting,high,0.62,0.77
27655,4,178,2,0,0,0,hr,high,0.86,0.72
27657,4,255,4,0,0,0,hr,low,0.85,0.6
27658,3,224,2,0,0,0,hr,low,0.74,0.76
27660,2,204,4,0,0,0,hr,high,0.53,0.76
27661,6,104,6,0,0,0,technical,low,0.99,0.44
27663,5,113,3,0,0,0,technical,medium,0.48,0.81
27673,3,243,2,0,0,0,technical,high,0.72,0.74
27676,3,242,5,1,0,0,technical,medium,0.76,0.72
36796,4,177,3,0,0,0,technical,medium,0.41,0.7
27704,3,235,2,0,0,0,technical,medium,0.85,0.88
37844,4,175,3,0,0,0,technical,medium,0.62,0.49
27706,4,280,6,0,0,0,technical,high,0.16,0.78
27708,3,205,2,0,0,0,technical,medium,0.58,0.61
27712,4,243,3,0,0,0,technical,medium,0.73,0.95
27714,3,150,2,0,0,0,technical,medium,0.28,0.76
27720,4,178,2,1,0,0,support,high,0.77,0.61
27729,3,231,3,0,0,0,support,medium,0.85,0.86
27742,3,134,2,0,0,0,support,high,0.56,0.76
27757,5,143,2,0,0,0,support,low,0.81,1.0
27773,3,156,3,0,0,0,support,medium,0.83,0.87
94460,4,249,3,0,0,0,support,medium,0.49,0.48
27779,3,247,3,0,0,0,support,medium,0.81,0.97
27780,5,222,4,0,0,0,support,medium,0.56,0.92
27791,3,160,3,0,0,0,support,low,0.77,0.83
27792,4,224,4,1,0,0,support,low,0.73,0.5
27795,4,235,2,0,0,0,support,low,0.95,0.72
27798,5,167,3,0,0,0,technical,low,0.69,0.68
27799,3,104,4,0,0,0,technical,low,0.79,0.89
27801,5,160,2,0,0,0,technical,low,0.63,0.57
27807,4,168,3,0,0,0,management,low,0.8,0.79
27808,2,153,2,0,0,0,IT,low,0.64,0.61
27809,4,249,3,0,0,0,IT,low,0.92,0.9
27810,4,177,2,0,0,0,IT,low,0.96,0.75
27811,3,225,3,0,0,0,IT,high,0.56,0.85
44706,3,186,2,0,0,0,IT,low,0.37,0.61
27821,3,133,2,1,0,0,product_mng,low,0.5,0.82
45123,4,213,4,1,0,0,product_mng,low,0.49,0.58
27826,3,245,2,1,0,0,product_mng,low,1.0,0.73
6850,5,160,3,1,0,0,product_mng,high,0.82,0.75
27849,4,212,3,0,0,0,IT,low,0.52,0.54
27857,4,135,3,1,0,1,RandD,low,0.76,0.96
27858,3,149,4,0,0,1,RandD,low,0.2,0.53
27861,4,178,3,0,0,1,RandD,high,0.6,0.9
27878,6,224,4,0,0,1,RandD,low,0.69,0.9
27883,3,196,2,0,0,1,RandD,medium,0.93,0.51
27890,4,178,3,1,0,1,marketing,high,0.7,0.64
27898,4,191,2,1,0,1,sales,medium,0.56,0.54
27917,4,167,3,0,0,1,accounting,high,0.97,0.61
27931,6,275,5,1,0,1,support,medium,0.24,0.65
27937,3,168,3,0,0,1,technical,medium,0.83,0.91
27940,3,152,2,0,0,1,management,medium,0.55,0.85
27941,3,263,3,1,0,1,marketing,medium,0.68,0.99
27949,3,113,4,0,0,0,marketing,medium,0.48,0.53
27950,3,253,3,0,0,0,marketing,medium,,0.95
27956,4,271,3,1,0,0,sales,medium,0.61,0.5
27958,4,165,2,1,0,0,sales,medium,0.5,0.74
47757,5,257,3,0,0,0,sales,high,0.78,0.54
27969,4,244,3,0,0,0,sales,low,0.61,0.68
27994,4,179,3,0,0,0,sales,medium,0.48,0.5
27998,3,248,2,0,0,0,sales,medium,0.93,0.92
27999,3,224,2,0,0,0,sales,medium,0.78,0.58
50280,5,236,4,0,0,0,sales,medium,0.92,0.99
28026,5,213,3,0,0,0,sales,medium,0.71,0.98
28037,4,238,3,0,0,0,sales,medium,0.15,0.42
28038,5,153,5,1,0,0,sales,medium,0.14,0.83
28042,4,247,2,0,0,0,sales,medium,0.56,0.72
28058,3,154,3,0,0,0,sales,medium,1.0,0.84
28063,3,147,4,0,0,0,sales,high,0.77,0.82
52865,3,150,2,0,0,0,sales,low,0.86,0.66
28075,3,137,3,0,0,0,sales,low,0.88,0.95
54993,5,179,3,0,0,0,sales,low,0.85,0.84
28086,5,194,2,0,0,0,sales,high,0.95,0.56
28091,4,224,3,0,0,0,sales,low,0.65,0.65
55223,3,253,2,1,0,0,accounting,low,0.7,0.55
28107,3,177,3,1,0,0,accounting,low,0.6,0.55
28114,3,215,3,0,0,0,accounting,high,0.84,0.83
28123,5,245,5,0,0,0,hr,low,0.23,0.59
57481,3,134,3,0,0,0,hr,low,0.89,0.75
28130,4,273,2,0,0,0,hr,low,0.98,0.91
28138,4,163,3,0,0,0,hr,low,0.88,0.83
28144,3,152,4,0,0,0,technical,low,0.87,0.52
28145,3,268,4,0,0,0,technical,low,0.93,0.96
28149,5,149,2,0,0,0,technical,low,0.13,0.95
28158,6,128,4,0,0,0,technical,medium,0.99,0.56
28161,3,218,2,1,0,0,technical,medium,0.52,0.51
28170,3,146,3,0,0,0,technical,medium,0.58,0.98
57747,5,190,2,1,0,0,technical,medium,0.85,0.57
28195,2,182,3,0,0,0,technical,medium,0.41,0.59
28203,5,162,3,1,0,0,technical,medium,1.0,0.8
28211,3,243,3,0,0,0,technical,medium,0.63,0.64
28215,4,141,3,1,0,0,technical,medium,0.63,0.58
28216,3,142,3,0,0,0,support,medium,0.63,0.9
28229,3,203,4,0,0,0,support,medium,0.59,0.62
28232,4,168,4,0,0,0,support,medium,0.88,0.77
59175,3,149,3,0,0,0,support,medium,0.72,0.7
28235,4,168,2,0,0,0,support,high,0.67,0.81
28246,2,190,4,0,0,0,support,low,0.41,0.54
28250,3,229,6,0,0,0,support,medium,0.3,0.68
28257,3,249,2,0,0,0,support,medium,0.83,0.84
28258,4,162,2,1,0,0,support,medium,0.73,0.93
28279,4,163,2,0,0,0,support,medium,0.87,0.9
28282,2,169,4,0,0,0,support,low,0.93,0.74
28285,4,257,3,1,0,0,technical,low,0.97,0.91
28290,4,150,4,0,0,0,technical,low,0.7,0.54
28293,4,183,3,0,0,0,technical,low,0.66,0.95
28295,3,208,3,0,0,0,management,low,0.62,0.66
60070,4,158,2,0,0,0,IT,low,0.56,0.52
28314,2,240,5,0,0,0,IT,low,0.32,0.72
37603,5,251,3,0,0,0,IT,low,0.55,0.81
28334,5,205,2,0,0,0,IT,low,0.69,0.91
28340,4,226,3,1,0,0,IT,low,0.91,0.63
28342,5,249,6,0,0,0,product_mng,low,0.33,0.82
28362,2,197,3,0,0,0,product_mng,low,0.37,0.74
28367,5,216,3,0,0,0,product_mng,low,0.95,0.57
28370,4,260,5,0,0,0,product_mng,low,0.17,0.91
28378,4,263,3,0,0,0,IT,low,0.95,0.53
28403,2,177,5,0,0,0,RandD,low,0.27,0.69
28406,4,171,3,0,0,0,RandD,low,0.91,0.95
60485,3,148,2,1,0,0,RandD,low,0.49,0.61
28422,4,138,3,0,0,0,RandD,low,0.6,0.56
28425,4,183,3,0,0,0,RandD,low,0.52,0.57
61794,3,202,3,0,0,0,marketing,low,0.54,0.65
28443,4,160,2,1,0,0,sales,medium,0.86,0.53
28445,4,264,3,0,0,0,accounting,medium,0.78,0.87
28448,4,245,3,1,0,0,support,medium,0.6,0.81
28449,2,207,3,0,0,0,technical,medium,0.15,0.91
28451,3,225,3,0,0,0,management,medium,0.72,0.92
28457,4,236,2,0,0,0,marketing,medium,0.94,0.85
28462,4,170,3,0,0,0,marketing,medium,0.92,0.56
28464,3,261,3,1,0,0,marketing,medium,0.6,0.88
28466,4,273,3,0,0,0,sales,medium,0.41,0.68
28471,3,184,2,0,0,0,sales,medium,0.5,0.43
52616,3,202,2,0,0,0,sales,medium,0.8,0.91
28484,4,195,3,0,0,0,sales,medium,0.67,0.83
28486,4,266,3,0,0,0,sales,high,0.71,0.88
28493,3,266,5,0,0,0,sales,low,0.66,0.85
28494,5,263,2,0,0,0,sales,medium,0.77,0.74
28499,3,142,2,0,0,0,sales,medium,0.62,0.54
28501,4,162,3,0,0,0,sales,medium,0.95,0.53
28519,5,258,2,0,0,0,sales,medium,0.89,0.75
28523,4,170,2,0,0,0,sales,low,0.74,0.83
28535,4,249,5,0,0,0,sales,low,0.19,0.8
28536,3,171,3,0,0,0,sales,low,0.83,0.77
28538,2,177,4,0,0,0,sales,low,0.53,0.64
28540,5,188,2,0,0,0,sales,low,0.98,0.75
28546,5,146,2,0,0,0,sales,low,0.74,0.99
28568,5,154,5,0,0,0,sales,low,0.22,0.88
28579,4,204,3,1,0,0,sales,low,0.76,0.68
64116,5,224,3,1,0,0,sales,low,0.89,0.91
28598,3,156,4,0,0,0,accounting,low,0.5,0.84
28601,6,259,4,0,0,0,accounting,low,0.17,0.82
28604,6,165,3,0,0,0,accounting,low,0.46,0.38
28605,3,264,3,0,0,0,hr,low,0.68,0.78
28607,4,215,2,0,0,0,hr,low,0.77,0.86
65594,3,133,3,0,0,0,hr,low,0.68,0.83
28609,4,220,4,0,0,0,hr,low,0.15,0.7
28614,4,176,5,0,0,0,technical,low,0.7,0.98
66683,4,103,2,0,0,0,technical,low,0.66,0.96
28620,5,155,3,0,0,0,technical,low,0.54,0.52
28625,4,141,3,0,0,0,technical,low,0.57,0.57
28640,3,150,3,1,0,0,technical,low,0.78,0.58
28659,5,171,6,0,0,0,technical,medium,0.14,0.83
67288,4,179,3,0,0,0,technical,medium,0.73,0.86
28668,4,145,2,0,0,0,technical,medium,0.65,0.97
28684,3,176,3,0,0,0,technical,medium,0.31,0.59
28687,2,172,2,0,0,0,technical,medium,0.77,0.55
68271,3,243,4,0,0,0,technical,medium,0.68,0.85
28702,4,209,2,0,0,0,support,medium,0.79,0.69
69374,4,196,3,0,0,0,support,medium,0.92,0.62
28708,6,225,4,0,0,0,support,medium,0.77,0.96
28719,3,261,2,0,0,0,support,medium,0.48,0.89
28724,4,157,2,0,0,0,support,medium,0.63,0.66
28725,5,259,3,1,0,0,support,medium,0.92,0.49
28727,4,224,6,0,0,0,support,high,0.5,0.85
28729,5,193,2,0,0,0,support,low,0.52,0.91
28741,4,157,3,0,0,0,support,medium,0.73,0.79
28748,4,223,3,0,0,0,support,medium,0.99,0.87
28755,3,188,3,1,0,0,support,medium,0.91,0.99
28774,3,217,2,0,0,0,technical,medium,0.85,0.79
28777,4,207,2,1,0,0,technical,low,0.95,0.69
28780,3,153,4,0,0,0,technical,low,0.67,0.85
28783,3,269,2,0,0,0,management,low,0.86,0.55
28801,4,198,3,0,0,0,IT,low,0.71,0.54
28804,4,102,5,0,0,0,IT,low,0.99,0.95
28807,3,167,2,1,0,0,IT,low,0.57,0.61
28810,3,252,2,0,0,0,IT,low,0.98,0.72
28819,3,192,2,0,0,0,IT,low,0.62,0.58
28820,5,237,4,0,0,0,product_mng,low,0.74,0.79
69573,4,158,3,0,0,0,product_mng,low,0.7,0.6
70129,3,260,3,0,0,0,product_mng,low,0.8,0.93
28844,4,153,3,0,0,0,product_mng,low,0.65,0.69
70792,3,233,4,0,0,0,IT,low,0.53,0.52
28856,2,180,3,0,0,0,RandD,low,0.43,0.62
28866,4,163,3,1,0,0,RandD,low,0.59,0.65
28870,6,211,6,1,0,0,RandD,low,0.16,0.96
28877,3,151,3,1,0,0,RandD,low,0.84,0.8
28879,3,249,4,0,0,0,RandD,low,0.78,0.95
73006,5,199,3,1,0,0,marketing,low,0.66,0.91
28884,4,247,2,0,0,0,sales,low,0.7,0.74
28888,4,174,3,0,0,0,accounting,low,0.73,0.63
28890,4,268,4,0,0,0,support,medium,0.65,0.88
28892,5,197,4,0,0,0,technical,medium,0.79,0.59
28895,4,154,3,1,0,0,management,medium,0.57,0.68
28897,5,279,4,0,0,0,marketing,medium,0.24,0.58
28906,3,204,2,1,0,0,marketing,medium,0.95,0.78
28913,2,112,3,0,0,0,marketing,medium,0.38,0.54
28921,4,261,2,1,0,0,sales,medium,0.9,0.78
28927,3,180,4,0,0,0,sales,medium,0.5,0.4
73384,3,261,5,0,0,0,sales,medium,0.68,0.61
28931,6,138,3,0,0,0,sales,medium,0.5,0.78
28932,4,164,4,0,0,0,sales,medium,0.85,0.81
28937,3,144,3,0,0,0,sales,medium,0.95,0.52
28940,3,244,2,0,0,0,sales,high,0.92,0.92
28943,5,233,3,0,0,0,sales,low,0.83,0.87
28949,4,225,2,1,0,0,sales,medium,0.9,0.78
62385,6,215,4,0,0,0,sales,medium,0.21,0.77
28952,3,223,4,0,0,0,sales,medium,0.94,0.86
77059,4,232,3,0,0,0,sales,medium,0.7,0.85
28961,3,157,4,0,0,0,sales,low,0.54,0.76
28966,4,268,3,0,0,0,sales,low,0.77,0.65
28970,3,158,2,0,0,0,sales,low,0.62,0.49
29006,5,222,2,0,0,0,sales,low,0.93,0.55
29011,3,210,3,0,0,0,sales,low,0.81,0.86
29026,4,133,2,0,0,0,sales,low,0.99,0.79
29027,3,224,3,0,0,0,sales,low,0.78,0.49
29028,5,264,5,0,0,0,accounting,low,0.66,0.63
29031,5,237,2,0,0,0,accounting,low,0.9,0.72
29037,5,141,2,0,0,0,accounting,low,0.74,0.53
29041,4,238,5,1,0,0,hr,low,0.65,0.78
77325,4,167,3,0,0,0,hr,low,0.99,0.52
29054,4,161,3,0,0,0,hr,low,0.83,0.72
29057,4,194,3,0,0,0,hr,low,0.6,0.82
77981,3,217,3,1,0,0,technical,low,0.55,0.93
29063,3,170,3,0,0,0,technical,low,0.96,0.71
83125,4,243,3,0,0,0,technical,low,0.83,0.94
83953,4,267,3,1,0,0,technical,low,0.95,0.7
29075,2,169,3,0,0,0,technical,medium,0.77,0.88
29081,3,255,3,0,0,0,technical,medium,0.83,0.95
29091,4,211,3,0,0,0,technical,medium,0.87,0.54
29094,3,198,4,0,0,0,technical,medium,0.69,0.49
29095,3,246,3,0,0,0,technical,medium,0.67,0.58
29099,3,146,2,0,0,0,technical,medium,0.55,0.49
29102,4,134,6,0,0,0,technical,medium,0.55,0.82
29119,3,169,3,0,0,0,support,medium,0.39,0.48
29121,5,232,3,0,0,0,support,medium,0.51,0.93
29122,2,106,3,1,0,0,support,medium,0.39,0.38
29125,4,260,3,0,0,0,support,medium,0.96,0.93
29127,3,232,2,0,0,0,support,medium,0.68,0.81
29128,4,173,3,0,0,0,support,high,0.67,0.71
29138,5,152,5,0,0,0,support,low,0.68,0.44
29141,3,173,3,0,0,0,support,medium,0.56,0.58
29142,3,274,3,0,0,0,support,medium,0.9,0.7
29143,3,233,3,0,0,0,support,medium,0.69,0.59
29147,4,232,3,0,0,0,support,medium,0.99,0.71
29174,3,156,2,0,0,0,technical,low,0.42,0.59
29183,3,124,3,0,0,0,technical,low,0.28,0.51
29185,3,207,3,0,0,0,technical,low,0.55,0.65
29193,3,273,6,0,0,0,management,low,0.91,0.53
84249,3,219,4,0,0,0,IT,low,0.53,0.98
29196,4,207,3,0,0,0,IT,low,0.87,0.74
29204,4,248,4,0,0,0,IT,low,0.57,0.6
29207,3,169,3,0,0,0,IT,low,0.59,0.77
29212,4,181,3,0,0,0,IT,low,0.76,0.89
29220,3,196,3,0,0,0,product_mng,low,0.59,0.42
29223,3,254,2,0,0,0,product_mng,low,0.5,0.54
29263,4,191,4,0,0,0,product_mng,low,0.55,0.55
29266,3,238,2,0,0,0,product_mng,low,0.92,0.53
29269,5,196,3,0,0,0,IT,low,0.8,0.51
29274,4,228,3,0,0,0,RandD,low,0.93,0.66
29279,4,165,3,0,0,0,RandD,low,0.67,0.57
29296,3,144,2,0,0,0,RandD,low,0.78,0.55
29302,4,243,3,0,0,0,RandD,low,0.61,0.7
85112,3,206,3,0,0,0,RandD,low,0.74,0.84
29307,3,180,3,1,0,0,marketing,low,0.5,0.49
29308,3,161,2,1,0,0,sales,low,0.84,0.96
86366,4,196,2,0,0,0,accounting,medium,0.89,0.55
29322,5,152,3,0,0,0,support,medium,0.77,0.89
29333,3,231,4,0,0,0,technical,medium,0.64,0.71
87027,2,215,5,1,0,0,management,medium,0.77,0.89
29345,4,233,4,0,0,0,marketing,medium,0.74,0.58
89345,4,155,2,0,0,0,marketing,medium,0.88,0.96
29375,5,182,4,1,0,0,marketing,medium,0.88,0.96
29379,3,165,4,0,0,0,sales,medium,0.89,0.88
29382,2,257,4,1,0,0,sales,medium,0.74,0.59
29391,4,155,2,0,0,0,sales,medium,0.63,0.74
29394,4,243,2,0,0,0,sales,medium,0.63,0.8
29396,2,184,4,0,0,0,sales,medium,0.68,0.92
90624,4,138,3,1,0,0,sales,high,0.14,0.81
90972,5,209,4,0,0,0,sales,low,0.86,0.94
29404,3,205,2,0,0,0,sales,medium,0.73,0.53
29405,3,191,3,0,0,0,sales,medium,0.57,0.56
29411,5,270,3,1,0,0,sales,medium,0.97,0.75
91531,4,97,4,0,0,0,sales,medium,0.67,0.36
29417,4,174,2,0,0,0,sales,low,0.89,0.74
29420,5,124,3,0,0,0,sales,low,0.8,0.96
29423,2,178,3,0,0,0,sales,low,0.3,0.51
29424,5,266,6,0,0,0,sales,low,0.14,0.73
29438,4,181,3,0,0,0,sales,low,0.91,0.8
29441,4,233,3,0,0,0,sales,low,0.49,0.81
29442,3,254,4,0,0,0,sales,low,0.57,0.68
29447,3,219,3,0,0,0,sales,low,0.59,0.62
29449,5,166,2,0,0,0,accounting,low,0.5,0.7
29454,3,158,2,0,0,0,accounting,low,0.69,0.97
29455,3,151,3,0,0,0,accounting,low,0.81,0.68
92045,3,98,3,1,0,0,hr,low,0.79,0.82
93595,4,187,4,1,0,0,hr,low,0.55,0.91
29467,4,266,2,0,0,0,hr,low,0.92,0.62
29472,5,250,3,0,0,0,hr,low,0.94,0.59
29479,5,193,3,0,0,0,technical,low,0.67,0.55
29481,4,223,3,1,0,0,technical,low,0.53,0.92
29482,5,189,5,0,0,0,technical,low,0.77,0.59
95250,5,138,3,0,0,0,technical,low,0.57,0.82
29486,4,268,2,0,0,0,technical,low,0.64,0.97
29488,6,186,2,0,0,0,technical,low,0.35,1.0
29491,3,136,3,1,0,0,technical,medium,0.66,0.71
29493,4,245,3,0,0,0,technical,medium,0.59,0.84
29499,4,184,3,0,0,0,technical,medium,0.49,0.93
29502,5,152,3,0,0,0,technical,medium,0.91,0.99
29505,2,194,4,0,0,0,technical,medium,0.12,0.6
29508,3,242,5,1,0,0,support,medium,0.74,0.68
29515,4,246,2,1,0,0,support,medium,0.84,0.94
29526,4,211,3,0,0,0,support,medium,0.51,0.99
95574,4,189,3,0,0,0,support,medium,0.94,0.71
29533,3,254,2,0,0,0,support,medium,0.74,0.66
29537,5,239,3,0,0,0,support,medium,0.52,0.54
95869,4,133,6,0,0,0,support,medium,0.31,0.92
96920,3,255,2,0,0,0,support,high,0.72,0.59
29568,3,212,2,0,0,0,support,low,0.92,1.0
29569,3,270,3,0,0,0,support,medium,0.56,0.64
29574,5,177,6,0,0,0,support,medium,0.76,0.45
1067,4,261,4,0,0,0,technical,medium,0.59,0.9
29584,3,220,3,0,0,0,technical,medium,0.5,0.74
29591,2,144,4,1,0,0,technical,low,0.88,0.72
29597,4,274,2,0,0,0,management,low,0.86,0.49
29603,4,195,3,0,0,0,IT,low,0.66,0.99
1892,4,158,3,0,0,0,IT,low,0.7,0.69
29616,5,145,4,0,0,0,IT,low,0.98,0.93
3925,3,165,3,1,0,0,IT,low,0.61,0.73
29632,4,270,2,0,0,0,IT,low,0.57,0.66
29633,5,208,3,0,0,0,product_mng,low,0.84,0.91
7480,2,245,5,0,0,0,product_mng,medium,0.76,0.4
29640,4,180,4,0,0,0,product_mng,medium,0.64,
29641,5,225,3,0,0,0,product_mng,medium,0.87,0.7
99636,3,261,2,0,0,0,IT,medium,0.62,0.69
29654,3,213,6,1,0,1,RandD,medium,0.16,0.99
29655,3,230,3,0,0,1,RandD,medium,0.83,0.87
29663,2,198,2,0,0,1,RandD,medium,0.36,0.59
29670,6,190,5,0,0,1,RandD,medium,0.47,0.51
29671,4,137,4,0,0,1,RandD,medium,0.54,0.51
29672,3,186,3,1,0,1,marketing,medium,0.83,0.83
29673,4,137,2,0,0,1,sales,medium,0.96,0.68
9960,5,192,3,0,0,1,accounting,medium,0.91,0.74
29678,4,164,3,0,0,1,support,medium,0.56,0.59
10025,6,195,3,0,0,1,technical,medium,0.73,0.66
29689,4,151,3,0,0,1,management,medium,0.97,0.63
10557,5,231,3,0,0,1,marketing,medium,0.75,0.74
29700,3,257,2,1,0,0,marketing,medium,0.49,0.76
29701,4,257,3,0,0,0,marketing,medium,0.57,0.94
29705,5,274,2,1,0,0,sales,medium,0.41,0.58
29707,3,138,2,0,0,0,sales,medium,0.53,0.7
29713,4,184,3,0,0,0,sales,medium,0.93,0.6
10775,3,151,3,0,0,0,sales,medium,0.58,0.9
29722,3,265,3,1,0,0,sales,medium,0.6,0.54
29733,4,241,2,0,0,0,sales,medium,0.74,0.8
29739,3,148,3,0,0,0,sales,medium,0.62,0.52
29747,5,165,3,0,0,0,sales,medium,0.7,0.76
29752,3,243,2,0,0,0,sales,medium,0.93,0.75
11510,4,197,2,0,0,0,sales,medium,0.75,0.9
29757,5,214,6,1,0,1,sales,medium,0.95,0.48
29760,4,164,3,0,0,1,sales,medium,0.43,0.98
29763,4,243,4,1,0,1,sales,medium,0.77,0.58
29764,4,145,3,1,0,1,sales,medium,0.67,1.0
29775,4,163,4,0,0,1,sales,medium,0.51,0.72
29787,5,257,2,0,0,1,sales,medium,0.94,0.53
29797,3,253,3,0,0,0,sales,medium,0.9,0.85
15224,4,234,3,0,0,0,sales,medium,0.8,0.78
29802,5,266,6,0,0,0,sales,medium,0.34,0.89
29806,3,181,4,1,0,0,accounting,low,0.45,0.53
29807,4,193,4,0,0,0,accounting,low,0.97,0.66
15499,3,163,4,0,0,0,accounting,low,0.5,0.48
29809,5,144,2,0,0,0,hr,low,0.89,0.62
29816,4,245,3,0,0,0,hr,low,0.76,0.5
29818,4,197,2,0,0,0,hr,low,0.66,0.84
29821,3,180,2,0,0,0,hr,low,0.74,0.63
29826,4,237,3,0,0,0,technical,low,0.69,0.74
29828,2,170,3,0,0,0,technical,low,0.59,0.57
29832,3,150,3,0,0,0,technical,low,1.0,0.85
29833,2,100,4,0,0,0,technical,low,0.61,0.75
29834,5,226,3,0,0,0,technical,low,0.98,0.42
29842,5,222,3,0,0,0,technical,low,0.59,0.71
29844,4,182,6,0,0,0,technical,low,0.22,0.69
16322,3,150,2,0,0,0,technical,low,0.71,0.95
16919,4,244,3,0,0,0,technical,medium,0.86,0.53
29869,5,271,3,0,0,0,technical,medium,0.65,0.59
29871,5,167,3,0,0,0,technical,medium,0.93,0.67
29874,2,128,2,0,0,0,support,medium,0.49,0.69
22307,3,149,4,1,0,0,support,medium,0.78,0.77
29884,4,141,4,0,0,0,support,medium,0.62,0.7
29887,3,149,2,0,0,0,support,medium,0.72,0.63
29908,4,107,6,0,0,0,support,medium,0.7,0.56
29914,5,189,2,0,0,0,support,medium,0.54,0.93
29919,4,169,4,0,0,0,support,medium,0.61,0.95
22483,4,208,3,1,0,0,support,medium,0.84,0.95
29937,3,197,3,0,0,0,support,medium,0.8,0.58
22743,4,225,3,0,0,0,support,high,0.58,0.5
29944,2,175,6,0,0,0,support,high,0.97,0.87
29949,3,172,2,0,0,0,technical,high,0.92,0.55
29963,3,237,4,0,0,0,technical,high,0.96,0.51
29964,4,155,3,1,0,0,technical,high,0.73,0.87
29967,4,148,3,0,0,0,management,high,0.73,0.71
29973,4,246,3,0,0,0,IT,high,0.53,0.83
29976,5,193,5,0,0,0,IT,high,0.17,0.82
23950,5,175,4,0,0,0,IT,low,0.75,0.76
29992,3,121,4,0,0,0,IT,low,0.76,0.44
25616,4,223,3,0,0,0,IT,low,0.76,0.77
30000,3,259,3,0,0,0,product_mng,low,0.92,0.55
12826,4,171,2,0,0,0,product_mng,low,0.82,0.88
30009,2,170,3,0,0,0,product_mng,low,0.38,0.5
30034,4,246,3,0,0,0,product_mng,low,0.49,0.72
30037,3,175,3,0,0,0,IT,low,0.53,0.8
30039,3,185,2,0,0,0,RandD,medium,0.56,0.59
30046,3,168,2,0,0,0,RandD,medium,0.69,0.98
30051,4,171,3,0,0,0,RandD,medium,0.62,0.99
30054,3,201,2,0,0,0,RandD,medium,0.71,0.76
27462,4,148,3,0,0,0,RandD,medium,0.52,1.0
30069,6,189,4,0,0,0,marketing,medium,0.2,0.53
27825,3,166,3,0,0,0,sales,medium,0.93,0.61
30083,4,150,2,0,0,0,accounting,medium,0.74,0.81
30084,3,253,6,0,0,1,support,medium,0.78,0.45
30088,3,243,2,0,0,1,technical,medium,0.85,0.79
30090,5,250,2,1,0,1,management,medium,0.79,0.56
30097,3,228,2,0,0,1,marketing,medium,0.92,0.91
30100,3,186,3,0,0,1,marketing,medium,0.58,0.97
30106,3,213,3,0,0,1,marketing,medium,0.68,0.72
29614,4,233,3,0,0,1,sales,medium,0.9,0.67
30117,5,265,2,0,0,1,sales,medium,0.67,0.71
30128,4,226,3,0,0,0,sales,medium,0.79,0.73
30129,5,221,6,0,0,0,sales,medium,0.23,0.48
30136,3,253,4,0,0,0,sales,medium,0.98,0.99
30141,3,134,4,0,0,0,sales,medium,0.8,0.75
30142,3,188,4,0,0,0,sales,medium,0.77,0.84
30778,3,160,4,0,0,0,sales,medium,1.0,0.91
30165,4,164,4,0,0,0,sales,medium,0.6,0.92
30169,6,214,3,0,0,0,sales,high,0.49,0.54
30172,5,228,4,1,0,0,sales,low,0.91,0.99
30175,5,149,3,1,0,0,sales,medium,0.97,0.52
30176,3,175,2,0,0,0,sales,medium,0.71,0.76
30182,3,195,3,0,0,0,sales,medium,0.62,0.91
30185,3,222,4,0,0,0,sales,medium,0.61,0.92
30186,5,249,4,0,0,0,sales,medium,0.21,0.6
30190,2,226,3,1,0,0,sales,medium,0.64,0.97
30191,2,117,2,1,0,0,sales,medium,0.61,0.65
30203,4,255,3,0,0,0,sales,medium,0.58,0.75
30207,6,155,2,0,0,0,accounting,medium,0.41,0.9
30214,5,185,3,0,0,0,accounting,medium,0.98,0.73
32289,4,275,5,0,0,0,accounting,low,0.5,0.88
33217,3,226,2,0,0,0,hr,low,0.98,0.61
30241,4,198,2,0,0,0,hr,low,0.4,0.85
34880,2,198,2,0,0,0,hr,low,0.63,0.92
30244,4,251,3,0,0,0,hr,low,0.75,0.53
30246,3,237,2,0,0,0,technical,low,0.82,0.84
30247,5,197,2,0,0,0,technical,low,0.55,0.62
